Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,11.149999618530273,11.130000114440918,11.140000343322754,11.140000343322754,257900.0,6.616289138793945
2000-01-04,11.170000076293945,11.130000114440918,11.140000343322754,11.130000114440918,206800.0,6.610350131988525
2000-01-05,11.170000076293945,11.15999984741211,11.15999984741211,11.15999984741211,136600.0,6.628168106079102
2000-01-06,11.1899995803833,11.15999984741211,11.170000076293945,11.15999984741211,78000.0,6.628168106079102
2000-01-07,11.3100004196167,11.15999984741211,11.170000076293945,11.1899995803833,27600.0,6.6459856033325195
2000-01-10,11.199999809265137,11.180000305175781,11.180000305175781,11.180000305175781,113900.0,6.640047073364258
2000-01-11,11.210000038146973,11.180000305175781,11.180000305175781,11.199999809265137,53100.0,6.651925086975098
2000-01-12,11.220000267028809,11.199999809265137,11.199999809265137,11.210000038146973,117000.0,6.657864570617676
2000-01-13,11.220000267028809,11.199999809265137,11.199999809265137,11.199999809265137,168000.0,6.651925086975098
2000-01-14,11.229999542236328,11.199999809265137,11.229999542236328,11.199999809265137,90900.0,6.651925086975098
2000-01-17,11.239999771118164,11.220000267028809,11.220000267028809,11.220000267028809,61000.0,6.6638031005859375
2000-01-18,11.239999771118164,11.229999542236328,11.229999542236328,11.239999771118164,142700.0,6.6756815910339355
2000-01-19,11.25,11.239999771118164,11.239999771118164,11.239999771118164,310200.0,6.6756815910339355
2000-01-20,11.229999542236328,11.149999618530273,11.229999542236328,11.220000267028809,25900.0,6.6638031005859375
2000-01-21,11.25,11.149999618530273,11.239999771118164,11.149999618530273,24800.0,6.622228145599365
2000-01-24,11.149999618530273,10.800000190734863,11.0,10.8100004196167,71700.0,6.420295238494873
2000-01-25,10.8100004196167,10.8100004196167,10.8100004196167,10.8100004196167,0.0,6.420295238494873
2000-01-26,11.3100004196167,8.300000190734863,11.100000381469727,8.300000190734863,4400.0,4.929551601409912
2000-01-27,9.5,8.600000381469727,8.600000381469727,9.300000190734863,8000.0,5.523474216461182
2000-01-28,9.5,9.5,9.5,9.5,3600.0,5.642258167266846
2000-01-31,9.5,9.5,9.5,9.5,100.0,5.642258167266846
2000-02-01,9.600000381469727,9.399999618530273,9.399999618530273,9.5,11200.0,5.642258167266846
2000-02-02,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,1500.0,6.176788330078125
2000-02-03,11.350000381469727,11.199999809265137,11.199999809265137,11.3100004196167,93900.0,6.717257499694824
2000-02-04,11.3100004196167,11.0,11.3100004196167,11.0,9800.0,6.533140659332275
2000-02-07,10.300000190734863,9.989999771118164,10.300000190734863,10.0,2400.0,5.939218521118164
2000-02-08,9.800000190734863,9.199999809265137,9.800000190734863,9.399999618530273,6400.0,5.5828657150268555
2000-02-09,10.0,9.899999618530273,9.899999618530273,10.0,1600.0,5.939218521118164
2000-02-10,10.0,9.850000381469727,10.0,9.850000381469727,3200.0,5.850131034851074
2000-02-11,10.199999809265137,10.0,10.0,10.0,1000.0,5.939218521118164
2000-02-14,10.050000190734863,10.0,10.0,10.0,1900.0,5.939218521118164
2000-02-15,9.899999618530273,8.699999809265137,9.899999618530273,8.699999809265137,1400.0,5.167119979858398
2000-02-16,8.75,8.75,8.75,8.75,100.0,5.196816444396973
2000-02-17,10.5,10.5,10.5,10.5,1000.0,6.236180305480957
2000-02-18,10.199999809265137,9.109999656677246,10.199999809265137,9.109999656677246,900.0,5.410628318786621
2000-02-21,10.0,9.0,9.0,10.0,1200.0,5.939218521118164
2000-02-22,10.0,9.149999618530273,9.149999618530273,10.0,1100.0,5.939218521118164
2000-02-23,10.050000190734863,10.0,10.050000190734863,10.0,300.0,5.939218521118164
2000-02-24,10.0,9.149999618530273,9.149999618530273,9.149999618530273,0.0,5.434385776519775
2000-02-25,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,300.0,5.46408224105835
2000-02-28,9.0,8.699999809265137,9.0,8.800000190734863,3100.0,5.2265119552612305
2000-02-29,8.800000190734863,8.699999809265137,8.800000190734863,8.699999809265137,2400.0,5.167119979858398
2000-03-01,9.199999809265137,8.699999809265137,9.199999809265137,8.800000190734863,2500.0,5.2265119552612305
2000-03-02,8.5,8.5,8.5,8.5,500.0,5.048336029052734
2000-03-03,9.100000381469727,8.220000267028809,9.100000381469727,8.220000267028809,300.0,4.882038116455078
2000-03-06,8.220000267028809,8.220000267028809,8.220000267028809,8.220000267028809,0.0,4.882038116455078
2000-03-07,8.220000267028809,8.220000267028809,8.220000267028809,8.220000267028809,0.0,4.882038116455078
2000-03-08,10.699999809265137,8.239999771118164,8.239999771118164,8.239999771118164,0.0,4.893916130065918
2000-03-09,10.699999809265137,8.229999542236328,8.229999542236328,8.229999542236328,0.0,4.88797664642334
2000-03-10,8.5,8.5,8.5,8.5,100.0,5.048336029052734
2000-03-13,8.5,8.5,8.5,8.5,0.0,5.048336029052734
2000-03-14,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,1000.0,4.988944053649902
2000-03-15,8.0,8.0,8.0,8.0,500.0,4.751375198364258
2000-03-16,8.0,8.0,8.0,8.0,200.0,4.751375198364258
2000-03-17,8.6899995803833,8.0,8.0,8.0,0.0,4.751375198364258
2000-03-20,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,1500.0,4.632591247558594
2000-03-21,8.0,7.599999904632568,8.0,7.599999904632568,3900.0,4.513805866241455
2000-03-22,8.0,7.900000095367432,8.0,7.900000095367432,2700.0,4.691983222961426
2000-03-23,8.0,7.800000190734863,8.0,7.800000190734863,500.0,4.632591247558594
2000-03-24,7.989999771118164,7.800000190734863,7.989999771118164,7.960000038146973,21000.0,4.7276177406311035
2000-03-27,7.900000095367432,7.75,7.900000095367432,7.75,13900.0,4.6028947830200195
2000-03-28,7.900000095367432,7.0,7.0,7.0,0.0,4.1574530601501465
2000-03-29,7.75,7.0,7.75,7.010000228881836,23100.0,4.163392543792725
2000-03-30,7.110000133514404,7.0,7.03000020980835,7.0,28700.0,4.1574530601501465
2000-03-31,7.489999771118164,6.5,6.5,6.5,0.0,3.860491991043091
2000-04-03,6.800000190734863,6.800000190734863,6.800000190734863,6.800000190734863,200.0,4.038668632507324
2000-04-04,6.699999809265137,6.699999809265137,6.699999809265137,6.699999809265137,100.0,3.9792768955230713
2000-04-05,8.0,6.199999809265137,6.199999809265137,6.199999809265137,0.0,3.6823155879974365
2000-04-06,7.010000228881836,7.010000228881836,7.010000228881836,7.010000228881836,600.0,4.163392543792725
2000-04-07,7.5,7.099999904632568,7.099999904632568,7.5,8100.0,4.454414367675781
2000-04-10,7.5,7.010000228881836,7.010000228881836,7.010000228881836,0.0,4.163392543792725
2000-04-11,7.5,7.0,7.449999809265137,7.0,2400.0,4.1574530601501465
2000-04-12,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,400.0,4.21684455871582
2000-04-13,7.5,7.5,7.5,7.5,5500.0,4.454414367675781
2000-04-14,7.050000190734863,7.0,7.0,7.010000228881836,1900.0,4.163392543792725
2000-04-17,7.150000095367432,7.0,7.0,7.150000095367432,300.0,4.2465410232543945
2000-04-18,7.5,7.010000228881836,7.010000228881836,7.010000228881836,0.0,4.163392543792725
2000-04-19,7.099999904632568,7.0,7.099999904632568,7.0,1500.0,4.1574530601501465
2000-04-20,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,100.0,4.0980610847473145
2000-04-21,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,0.0,4.0980610847473145
2000-04-24,7.110000133514404,7.070000171661377,7.110000133514404,7.070000171661377,3400.0,4.1990275382995605
2000-04-25,7.050000190734863,7.0,7.0,7.0,13300.0,4.1574530601501465
2000-04-26,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,1000.0,4.0980610847473145
2000-04-27,7.449999809265137,7.400000095367432,7.400000095367432,7.449999809265137,2400.0,4.424717903137207
2000-04-28,8.300000190734863,7.5,7.5,8.300000190734863,2500.0,4.929551601409912
2000-05-01,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,4.929551601409912
2000-05-02,7.0,7.0,7.0,7.0,300.0,4.1574530601501465
2000-05-03,7.010000228881836,6.800000190734863,7.010000228881836,6.800000190734863,5900.0,4.038668632507324
2000-05-04,7.590000152587891,7.010000228881836,7.010000228881836,7.010000228881836,0.0,4.163392543792725
2000-05-05,8.0,6.010000228881836,6.010000228881836,6.010000228881836,0.0,3.569470167160034
2000-05-08,7.150000095367432,7.0,7.150000095367432,7.0,29900.0,4.1574530601501465
2000-05-09,7.400000095367432,7.0,7.400000095367432,7.150000095367432,7000.0,4.2465410232543945
2000-05-10,7.380000114440918,6.800000190734863,6.800000190734863,7.380000114440918,1800.0,4.383142471313477
2000-05-11,7.110000133514404,7.110000133514404,7.110000133514404,7.110000133514404,200.0,4.222784519195557
2000-05-12,7.210000038146973,7.199999809265137,7.210000038146973,7.199999809265137,1400.0,4.276237487792969
2000-05-15,7.699999809265137,7.0,7.0,7.0,0.0,4.1574530601501465
2000-05-16,7.199999809265137,7.199999809265137,7.199999809265137,7.199999809265137,1000.0,4.276237487792969
2000-05-17,7.199999809265137,6.309999942779541,6.309999942779541,6.309999942779541,0.0,3.747648000717163
2000-05-18,7.199999809265137,6.550000190734863,6.550000190734863,6.550000190734863,0.0,3.8901889324188232
2000-05-19,7.199999809265137,6.010000228881836,6.010000228881836,6.010000228881836,0.0,3.569470167160034
2000-05-22,7.550000190734863,7.550000190734863,7.550000190734863,7.550000190734863,100.0,4.4841108322143555
2000-05-23,7.449999809265137,6.010000228881836,6.010000228881836,6.010000228881836,0.0,3.569470167160034
2000-05-24,7.579999923706055,7.550000190734863,7.550000190734863,7.579999923706055,1500.0,4.501927375793457
2000-05-25,6.519999980926514,6.5,6.5,6.510000228881836,300.0,3.8664309978485107
2000-05-26,6.989999771118164,6.5,6.5,6.989999771118164,11000.0,4.15151309967041
2000-05-29,7.0,7.0,7.0,7.0,900.0,4.1574530601501465
2000-05-30,7.0,7.0,7.0,7.0,800.0,4.1574530601501465
2000-05-31,6.409999847412109,6.409999847412109,6.409999847412109,6.409999847412109,100.0,3.8070404529571533
2000-06-01,7.579999923706055,6.809999942779541,7.579999923706055,6.809999942779541,1500.0,4.044608116149902
2000-06-02,7.5,6.849999904632568,6.849999904632568,6.849999904632568,0.0,4.06836462020874
2000-06-05,7.0,7.0,7.0,7.0,1000.0,4.1574530601501465
2000-06-06,7.0,7.0,7.0,7.0,0.0,4.1574530601501465
2000-06-07,7.579999923706055,7.0,7.0,7.579999923706055,6900.0,4.501927375793457
2000-06-08,7.53000020980835,7.53000020980835,7.53000020980835,7.53000020980835,600.0,4.472232341766357
2000-06-09,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,1200.0,4.395021915435791
2000-06-12,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,100.0,4.395021915435791
2000-06-13,7.590000152587891,6.800000190734863,6.800000190734863,6.800000190734863,0.0,4.038668632507324
2000-06-14,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,12200.0,4.335630416870117
2000-06-15,7.409999847412109,7.409999847412109,7.409999847412109,7.409999847412109,100.0,4.400961875915527
2000-06-16,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,200.0,4.395021915435791
2000-06-19,7.110000133514404,7.110000133514404,7.110000133514404,7.110000133514404,100.0,4.222784519195557
2000-06-20,7.210000038146973,7.099999904632568,7.099999904632568,7.199999809265137,2100.0,4.276237487792969
2000-06-21,7.5,7.309999942779541,7.309999942779541,7.5,4800.0,4.454414367675781
2000-06-22,7.5,7.5,7.5,7.5,0.0,4.454414367675781
2000-06-23,7.5,7.5,7.5,7.5,1900.0,4.454414367675781
2000-06-26,7.5,7.5,7.5,7.5,100.0,4.454414367675781
2000-06-27,7.210000038146973,7.210000038146973,7.210000038146973,7.210000038146973,100.0,4.282177448272705
2000-06-28,7.210000038146973,7.210000038146973,7.210000038146973,7.210000038146973,200.0,4.282177448272705
2000-06-29,7.5,7.400000095367432,7.400000095367432,7.5,200.0,4.454414367675781
2000-06-30,7.5,7.5,7.5,7.5,800.0,4.454414367675781
2000-07-03,7.679999828338623,7.300000190734863,7.300000190734863,7.300000190734863,0.0,4.335630416870117
2000-07-04,7.5,7.400000095367432,7.5,7.400000095367432,900.0,4.395021915435791
2000-07-05,7.519999980926514,7.519999980926514,7.519999980926514,7.519999980926514,600.0,4.466292381286621
2000-07-06,7.550000190734863,7.5,7.5,7.550000190734863,500.0,4.4841108322143555
2000-07-07,8.350000381469727,7.699999809265137,7.699999809265137,8.350000381469727,600.0,4.959248065948486
2000-07-10,8.199999809265137,7.75,7.75,7.75,0.0,4.6028947830200195
2000-07-11,8.0,7.699999809265137,7.699999809265137,8.0,6800.0,4.751375198364258
2000-07-12,8.600000381469727,7.800000190734863,7.800000190734863,7.800000190734863,0.0,4.632591247558594
2000-07-13,8.010000228881836,8.010000228881836,8.010000228881836,8.010000228881836,200.0,4.757315158843994
2000-07-14,8.010000228881836,8.0,8.010000228881836,8.0,200.0,4.751375198364258
2000-07-17,8.0,8.0,8.0,8.0,100.0,4.751375198364258
2000-07-18,8.0,8.0,8.0,8.0,0.0,4.751375198364258
2000-07-19,9.0,7.659999847412109,7.659999847412109,7.659999847412109,0.0,4.549440860748291
2000-07-20,8.699999809265137,7.599999904632568,7.599999904632568,7.599999904632568,0.0,4.513805866241455
2000-07-21,8.0,7.610000133514404,7.610000133514404,7.610000133514404,0.0,4.519745349884033
2000-07-24,8.100000381469727,8.0,8.100000381469727,8.0,1300.0,4.751375198364258
2000-07-25,8.25,8.0,8.25,8.0,4500.0,4.751375198364258
2000-07-26,7.800000190734863,7.800000190734863,7.800000190734863,7.800000190734863,100.0,4.632591247558594
2000-07-27,8.199999809265137,7.809999942779541,7.809999942779541,8.010000228881836,400.0,4.757315158843994
2000-07-28,8.300000190734863,8.0,8.0,8.0,0.0,4.751375198364258
2000-07-31,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,7300.0,4.810766696929932
2000-08-01,8.0,8.0,8.0,8.0,10900.0,4.751375198364258
2000-08-02,7.900000095367432,7.599999904632568,7.599999904632568,7.900000095367432,11400.0,4.691983222961426
2000-08-03,8.100000381469727,8.0,8.100000381469727,8.100000381469727,13200.0,4.810766696929932
2000-08-04,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,6600.0,4.810766696929932
